same_srv_rate,src_bytes,dst_host_diff_srv_rate,protocol_type,class
0.06,0,0.07,1,9
1.0,326,0.0,1,11
0.5,30,0.01,0,11
1.0,1,0.73,1,15
0.01,0,0.09,1,9
1.0,334,0.0,1,21
0.06,0,0.08,1,9
1.0,46,0.01,2,11
0.06,0,0.08,1,9
1.0,8,0.0,0,10
0.05,0,0.06,1,9
0.06,0,0.07,1,9
0.13,0,0.06,1,9
1.0,0,1.0,1,5
1.0,2402,0.0,1,1
1.0,319,0.0,1,11
1.0,316,0.0,1,11
1.0,516,0.0,2,11
1.0,43,0.01,2,11
0.33,146,0.54,2,11
1.0,508,0.0,1,11
1.0,320,0.04,1,11
1.0,8,0.0,0,5
1.0,312,0.0,1,11
0.04,0,0.06,1,9
0.0,0,1.0,1,17
1.0,186,0.0,1,11
1.0,1870,0.06,1,11
1.0,259,0.0,1,11
0.06,0,0.07,1,9
1.0,34,0.01,2,11
1.0,1,0.82,1,15
0.11,0,0.07,1,9
0.71,33,0.01,2,11
1.0,26408,0.3,1,11
0.15,0,0.05,1,9
1.0,231,0.0,1,11
1.0,4892,0.02,1,11
0.07,0,0.06,1,9
0.05,0,0.07,1,9
1.0,1188,0.07,1,11
0.02,0,0.08,1,9
1.0,363,0.0,1,11
1.0,322,0.0,1,11
0.05,0,0.07,1,9
0.17,0,0.05,1,9
0.66,1,0.17,2,17
0.02,0,0.08,1,9
0.03,0,0.05,1,9
1.0,185,0.0,1,11
1.0,46,0.0,2,11
1.0,832,0.0,1,21
0.04,0,0.08,1,9
0.02,0,0.07,1,9
1.0,46,0.01,2,11
0.02,0,0.08,1,9
0.23,0,0.02,1,9
1.0,208,0.0,1,11
1.0,607,0.05,1,11
0.05,1363,0.07,1,11
0.5,0,0.65,1,15
0.0,0,1.0,1,17
0.07,0,0.09,1,9
0.02,0,0.07,1,9
1.0,1,0.05,2,17
0.67,1766,0.03,1,11
1.0,211,0.0,1,11
1.0,306,0.0,1,11
0.02,0,0.06,1,9
0.17,0,0.06,1,9
1.0,54540,0.0,1,0
1.0,208,0.0,1,11
1.0,238,0.0,1,11
1.0,185,0.0,1,11
1.0,203,0.0,1,11
0.11,0,0.07,1,9
1.0,345,0.0,1,11
0.14,0,0.07,1,9
0.01,0,0.08,1,9
1.0,45,0.0,2,11
1.0,215,0.0,1,11
1.0,325,0.0,1,11
0.04,0,0.05,1,9
1.0,310,0.0,1,11
1.0,204,0.0,1,11
0.02,0,0.09,1,9
0.01,0,0.07,1,9
1.0,1276,0.93,1,11
0.5,0,0.04,1,11
1.0,0,0.0,1,11
1.0,45,0.01,2,11
1.0,224,0.0,1,11
0.25,145,0.43,2,11
0.24,0,0.05,1,9
0.5,125,0.69,1,11
1.0,8,0.0,0,10
0.0,0,1.0,1,17
0.01,0,0.08,1,9
1.0,197,0.0,1,11
1.0,34,0.03,2,11
1.0,239,0.0,1,11
1.0,899,0.05,1,11
1.0,43,0.01,2,11
0.23,0,0.06,1,9
1.0,288,0.0,1,11
1.0,8,0.0,0,5
0.12,0,0.07,1,9
1.0,18,0.0,0,5
0.12,0,0.05,1,9
1.0,219,0.0,1,11
0.07,0,0.07,1,9
0.09,0,0.06,1,9
1.0,1,0.73,1,15
0.13,0,0.07,1,9
1.0,8,0.0,0,10
1.0,323,0.01,1,11
0.13,0,0.06,1,9
0.5,5,0.31,1,17
0.06,0,0.07,1,9
1.0,334,0.0,1,11
1.0,165,0.0,1,11
1.0,219,0.0,1,11
1.0,248,0.0,1,11
1.0,446,0.0,1,11
0.14,0,0.06,1,9
1.0,301,0.0,1,11
1.0,8,0.0,0,5
1.0,44,0.0,2,11
1.0,43,0.01,2,11
1.0,1,0.53,2,17
0.1,0,0.05,1,9
1.0,303,0.02,1,11
1.0,1624,0.03,1,11
1.0,18,0.0,0,5
1.0,345,0.0,1,11
1.0,314,0.0,1,11
0.2,0,0.06,1,9
0.02,0,0.06,1,9
1.0,256,0.0,1,11
0.11,0,0.05,1,9
1.0,324,0.0,1,11
1.0,204,0.0,1,11
0.02,0,0.06,1,9
0.09,0,0.06,1,9
0.03,0,0.08,1,9
1.0,1485,0.18,1,11
1.0,343,0.0,1,11
0.17,0,0.04,1,9
1.0,332,0.0,1,11
1.0,253,0.0,1,11
1.0,147,0.86,2,11
0.0,0,1.0,1,17
1.0,54540,0.0,1,0
1.0,215,0.0,1,11
0.13,0,0.07,1,9
0.04,0,0.07,1,9
1.0,28,0.01,2,20
0.15,0,0.04,1,9
0.08,0,0.05,1,9
1.0,224,0.0,1,11
1.0,245,0.11,1,11
0.01,0,0.06,1,9
0.07,0,0.06,1,9
1.0,213,0.0,1,11
1.0,48,0.01,2,11
0.0,0,0.06,1,9
1.0,4508,0.18,1,11
1.0,839,0.4,1,11
0.25,0,0.03,1,9
0.2,0,0.07,1,9
1.0,8,0.0,0,10
1.0,7,0.02,1,11
0.92,1,0.22,2,17
1.0,0,0.07,1,9
0.04,0,0.05,1,9
1.0,105,0.02,2,11
1.0,52,0.0,2,11
1.0,2631,0.07,1,11
0.08,0,0.08,1,9
1.0,0,0.06,1,11
0.02,0,0.07,1,9
1.0,43,0.01,2,11
0.18,0,0.05,1,9
0.13,0,0.06,1,9
0.13,0,0.06,1,9
1.0,1483,0.04,1,11
1.0,265,0.0,1,11
1.0,1510,0.04,1,11
0.03,0,0.06,1,9
1.0,304,0.0,1,11
1.0,45,0.01,2,11
0.03,0,0.08,1,9
0.04,0,0.08,1,9
0.04,0,0.05,1,9
1.0,0,0.05,1,9
1.0,147,0.79,2,11
1.0,520,0.0,0,18
0.07,0,0.05,1,9
0.02,0,0.07,1,9
1.0,153,0.0,1,11
1.0,153,0.03,1,11
1.0,0,0.65,1,15
1.0,204,0.0,1,11
1.0,0,0.0,1,11
1.0,203,0.0,1,11
1.0,202,0.0,1,11
1.0,1612,0.06,1,11
1.0,44,0.0,2,11
1.0,316,0.0,1,11
1.0,231,0.0,1,11
0.33,147,0.7,2,11
1.0,230,0.0,1,11
0.11,0,0.05,1,9
1.0,340,0.0,1,11
0.02,0,0.05,1,9
1.0,329,0.0,1,11
1.0,217,0.0,1,11
1.0,7233,0.04,1,11
1.0,1216,0.06,1,11
1.0,294,0.0,1,11
1.0,343,0.0,1,11
0.07,0,0.07,1,9
1.0,217,0.0,1,11
1.0,1214,0.02,1,11
1.0,223,0.0,1,11
1.0,44,0.01,2,11
1.0,369,0.0,1,11
1.0,208,0.0,1,11
1.0,1953,0.0,1,11
1.0,1,0.62,1,15
0.12,6,0.01,1,11
1.0,281,0.0,1,11
1.0,1032,0.0,0,18
1.0,242,0.0,1,11
1.0,239,0.0,1,11
1.0,28,0.68,2,20
1.0,2459,0.15,1,11
0.32,0,0.02,1,9
1.0,1392,0.03,1,11
1.0,190,0.0,1,11
1.0,234,0.0,1,11
1.0,414,0.0,1,11
1.0,213,0.0,1,11
0.07,0,0.08,1,9
1.0,235,0.01,1,11
1.0,45,0.01,2,11
1.0,0,0.0,1,11
0.67,0,0.03,1,11
1.0,227,0.0,1,11
0.13,0,0.06,1,9
1.0,282,0.0,1,11
1.0,44,0.01,2,11
1.0,475,0.06,1,11
1.0,290,0.0,1,11
1.0,245,0.07,1,11
1.0,199,0.0,1,11
1.0,240,0.0,1,11
1.0,230,0.0,1,11
1.0,8,0.0,0,5
0.08,0,0.07,1,9
0.14,0,0.06,1,9
1.0,46,0.01,2,11
0.07,0,0.04,1,9
1.0,20,0.02,0,17
0.03,0,0.07,1,9
1.0,226,0.0,1,11
1.0,28,0.04,2,20
1.0,1,0.26,1,15
1.0,293,0.0,1,11
0.02,0,0.07,1,9
1.0,11,0.0,1,11
0.02,0,0.07,1,9
0.01,0,0.08,1,9
0.08,0,0.05,1,9
0.11,0,0.06,1,9
1.0,203,0.0,1,11
1.0,160,0.0,1,11
1.0,8,0.0,0,5
1.0,226,0.0,1,11
1.0,311,0.0,1,11
1.0,1032,0.01,0,18
0.5,567,0.06,1,11
1.0,1699,0.05,1,11
1.0,18,0.0,0,5
0.5,1197,0.03,1,11
0.24,0,0.04,1,9
1.0,45,0.01,2,11
0.01,0,0.07,1,9
1.0,1241,0.02,1,21
1.0,292,0.0,1,11
1.0,1032,0.02,0,18
0.07,0,0.08,1,9
1.0,0,0.01,1,11
1.0,758,0.29,1,11
1.0,339,0.0,1,11
1.0,0,1.0,1,5
1.0,205,0.0,1,11
1.0,1421,0.03,1,11
1.0,1305,0.03,1,11
0.67,44,0.01,2,11
0.03,0,0.07,1,9
1.0,245,0.0,1,11
1.0,358,0.0,1,11
1.0,225,0.0,1,11
1.0,0,0.09,1,11
1.0,1062,0.04,1,11
0.06,0,0.08,1,9
1.0,334,0.0,1,11
1.0,8,0.0,0,5
1.0,280,0.0,1,11
0.14,0,0.06,1,9
0.07,0,0.05,1,9
1.0,204,0.0,1,11
1.0,1112,0.02,1,11
0.13,0,0.07,1,9
1.0,146,0.67,2,11
1.0,318,0.0,1,11
1.0,199,0.0,1,11
1.0,334,0.0,1,21
0.27,0,0.05,1,9
1.0,225,0.0,1,11
1.0,34,0.03,2,11
1.0,207,0.0,1,11
0.14,0,0.06,1,9
0.11,0,0.07,1,9
1.0,310,0.0,1,11
1.0,223,0.0,1,11
1.0,201,0.0,1,11
1.0,567,0.1,1,11
0.39,0,0.08,1,9
0.03,0,0.07,1,9
0.0,0,0.07,1,9
0.06,0,0.09,1,9
0.05,0,0.06,1,9
1.0,1406,0.02,1,11
0.0,0,1.0,1,17
0.04,0,0.07,1,9
1.0,334,0.0,1,21
1.0,242,0.0,1,11
0.2,78,0.01,0,11
0.13,0,0.06,1,9
1.0,286,0.0,1,11
0.05,0,0.06,1,9
1.0,8,0.0,0,5
1.0,207,0.08,1,11
0.11,0,0.07,1,9
0.08,0,0.07,1,9
1.0,554,0.03,1,11
1.0,322,0.0,1,11
1.0,44,0.01,2,11
0.05,0,0.07,1,9
0.04,0,0.05,1,9
1.0,184,0.0,1,11
1.0,8173,0.03,1,11
0.06,0,0.06,1,9
0.02,0,0.24,1,15
0.14,105,0.02,2,11
1.0,203,0.0,1,11
0.5,1244,0.2,1,11
1.0,1,0.69,1,15
1.0,1032,0.01,0,18
1.0,34,0.07,2,11
1.0,843,0.02,1,11
0.04,0,0.09,1,9
1.0,151,0.0,1,11
1.0,155,0.0,1,11
0.0,0,1.0,1,17
1.0,293,0.0,1,11
1.0,236,0.01,1,11
0.08,0,0.05,1,9
0.05,0,0.06,1,9
1.0,65,0.01,1,11
1.0,316,0.0,1,11
1.0,4316,0.48,1,11
1.0,146,0.5,2,11
1.0,232,0.0,1,11
0.1,0,0.07,1,9
1.0,0,0.22,1,11
1.0,215,0.0,1,11
0.03,0,0.05,1,9
1.0,247,0.0,1,11
0.06,0,0.09,1,9
0.07,0,0.07,1,9
1.0,43,0.0,2,11
0.07,0,0.06,1,9
0.06,0,0.06,1,9
0.03,0,0.06,1,9
1.0,18,0.0,0,5
1.0,217,0.0,1,11
1.0,344,0.0,1,11
1.0,93,0.55,1,11
1.0,0,0.0,1,11
1.0,776,0.06,1,11
0.5,0,0.55,1,15
1.0,35,0.03,2,11
0.18,0,0.06,1,9
0.0,0,1.0,1,17
0.13,0,0.05,1,9
1.0,45,0.0,2,11
0.05,4539,0.05,1,11
0.12,0,0.06,1,9
1.0,208,0.0,1,11
1.0,236,0.0,1,11
0.03,0,0.07,1,9
1.0,219,0.0,1,11
1.0,280,0.0,1,11
1.0,331,0.0,1,11
1.0,1113,0.03,1,11
0.02,0,0.08,1,9
1.0,245,0.03,1,11
1.0,8,0.0,0,5
1.0,206,0.0,1,11
1.0,316,0.0,1,11
1.0,296,0.0,1,11
1.0,312,0.0,1,11
0.02,0,0.07,1,9
0.05,0,0.07,1,9
0.04,0,0.06,1,9
1.0,316,0.0,1,11
1.0,248,0.5,1,11
1.0,516,0.0,2,11
1.0,46,0.01,2,11
1.0,8,0.0,0,5
1.0,279,0.0,1,11
1.0,10,0.11,1,11
1.0,202,0.0,1,11
1.0,64,0.06,0,11
1.0,1100,0.02,1,11
1.0,567,0.02,1,11
1.0,225,0.01,1,11
0.03,0,0.09,1,9
1.0,44,0.02,2,11
0.02,0,0.07,1,9
0.08,0,0.09,1,9
1.0,295,0.0,1,11
1.0,231,0.0,1,11
1.0,105,0.04,2,11
1.0,244,0.0,1,11
0.07,0,0.07,1,9
1.0,217,0.0,1,11
1.0,167,0.0,1,11
1.0,0,0.0,1,11
1.0,43,0.01,2,11
0.06,0,0.07,1,9
1.0,299,0.0,1,11
0.03,0,0.08,1,9
0.06,0,0.08,1,9
0.03,0,0.07,1,9
1.0,8,0.0,0,5
0.04,0,0.06,1,9
1.0,516,0.0,2,11
1.0,147,0.82,2,11
1.0,383,0.04,1,11
1.0,258,0.0,1,11
1.0,2134,0.03,1,11
1.0,301,0.0,1,11
0.21,1,0.5,2,17
1.0,297,0.0,1,11
0.06,0,0.1,1,15
1.0,247,0.0,1,11
0.02,0,0.07,1,9
0.2,147,0.44,2,11
1.0,212,0.0,1,11
0.06,0,0.08,1,9
1.0,228,0.0,1,11
0.19,0,0.04,1,9
1.0,192,0.06,1,11
0.02,0,0.08,1,9
0.03,0,0.07,1,9
1.0,1032,0.04,0,18
1.0,905,0.02,1,11
1.0,265,0.0,1,11
1.0,215,0.0,1,11
0.07,0,0.07,1,9
0.05,0,0.07,1,9
0.18,1,0.32,2,17
1.0,260,0.0,1,11
1.0,1484,0.0,1,11
1.0,280,0.0,1,11
0.6,0,0.08,1,9
1.0,45,0.01,2,11
1.0,54540,0.0,1,0
0.01,0,0.07,1,9
1.0,43,0.0,2,11
1.0,0,1.0,1,5
1.0,54540,0.0,1,0
1.0,222,0.0,1,11
1.0,520,0.0,0,18
0.07,0,0.07,1,9
1.0,305,0.01,1,11
1.0,204,0.0,1,11
0.13,0,0.05,1,9
0.14,0,0.06,1,9
0.02,0,0.06,1,9
1.0,207,0.0,1,11
0.2,0,0.07,1,9
0.01,0,0.08,1,9
1.0,225,0.0,1,11
1.0,229,0.0,1,11
0.1,0,0.08,1,9
1.0,44,0.01,2,11
0.02,0,0.08,1,9
1.0,42,0.04,2,11
1.0,54540,0.0,1,0
0.5,146,0.58,2,11
0.25,0,0.02,1,9
0.17,0,0.07,1,9
1.0,41,0.01,2,11
1.0,254,0.01,1,11
0.07,0,0.06,1,9
1.0,335,0.0,1,11
1.0,245,0.0,1,11
0.04,1,0.05,2,17
1.0,211,0.0,1,11
1.0,38,0.06,1,11
0.02,0,0.07,1,9
0.02,0,0.07,1,9
1.0,312,0.0,1,11
1.0,8,0.0,0,5
1.0,293,0.0,1,11
1.0,243,0.0,1,11
0.01,0,0.05,1,9
1.0,200,0.0,1,11
1.0,369,0.0,1,11
1.0,0,0.03,1,11
0.06,0,0.06,1,9
0.01,0,0.06,1,9
1.0,501760,0.03,1,11
1.0,8,0.0,0,5
1.0,267,0.0,1,11
1.0,234,0.0,1,11
1.0,8,0.0,0,5
1.0,45,0.0,2,11
0.99,45,0.03,2,11
1.0,298,0.0,1,11
0.03,0,0.08,1,9
1.0,210,0.0,1,11
1.0,318,0.0,1,11
1.0,221,0.0,1,11
1.0,254,0.0,1,11
0.01,0,0.06,1,9
0.02,0,0.08,1,9
1.0,1700,0.07,1,11
0.01,0,0.0,1,9
1.0,8,0.0,0,5
1.0,194,0.0,1,11
0.0,0,0.07,1,9
0.99,28,0.01,2,20
1.0,54540,0.0,1,0
1.0,0,0.0,1,11
1.0,0,0.12,1,9
1.0,0,0.0,1,11
1.0,222,0.0,1,11
0.09,0,0.07,1,9
0.01,0,0.07,1,9
1.0,212,0.0,1,11
0.0,0,0.07,1,9
0.05,0,0.07,1,9
1.0,205,0.0,1,11
1.0,319,0.0,1,11
1.0,619,0.02,1,11
0.09,0,0.07,1,9
0.08,0,0.07,1,9
1.0,44,0.01,2,11
1.0,8,0.0,0,10
1.0,238,0.0,1,11
1.0,12,0.04,1,11
1.0,296,0.0,1,11
1.0,224,0.0,1,11
1.0,28,0.56,2,20
0.07,0,0.07,1,9
0.13,0,0.05,1,9
1.0,296,0.0,1,11
1.0,724,0.11,1,11
1.0,220,0.0,1,11
1.0,233,0.0,1,11
0.05,0,0.07,1,9
1.0,224,0.0,1,11
1.0,294,0.0,1,11
0.1,0,0.05,1,9
1.0,209,0.0,1,11
1.0,7,0.02,1,11
1.0,0,0.0,1,11
1.0,289,0.0,1,11
1.0,255,0.0,1,11
1.0,365,0.0,1,11
1.0,11396904,0.09,1,11
0.0,0,1.0,1,17
1.0,383,0.0,1,11
0.13,0,0.05,1,9
1.0,46,0.0,2,11
1.0,0,0.88,1,10
1.0,0,1.0,1,5
0.07,0,0.07,1,9
1.0,308,0.0,1,11
1.0,2850,0.02,1,11
1.0,59,0.03,1,11
1.0,271,0.0,1,11
0.01,0,0.06,1,9
1.0,236,0.0,1,11
1.0,348,0.0,1,11
1.0,0,0.22,1,15
0.04,0,0.07,1,9
0.14,0,0.06,1,9
1.0,1596,0.0,1,11
0.0,0,1.0,1,17
0.16,0,0.05,1,9
1.0,1057,0.01,1,11
1.0,334,0.0,1,21
1.0,54540,0.0,1,0
0.0,0,1.0,1,17
1.0,296,0.0,1,11
0.03,0,0.07,1,9
1.0,223,0.0,1,11
1.0,4372,0.04,1,11
1.0,0,0.01,1,11
1.0,351,0.0,1,11
1.0,146,0.52,2,11
0.02,0,0.07,1,9
1.0,48,0.0,2,11
0.43,1,0.27,2,17
1.0,45,0.01,2,11
1.0,239,0.0,1,11
1.0,1830,0.04,1,11
0.05,0,0.07,1,9
0.04,0,0.07,1,9
0.19,0,0.08,1,9
1.0,335,0.0,1,11
1.0,305,0.0,1,11
1.0,41,0.0,2,11
0.26,0,0.02,1,9
1.0,44,0.01,2,11
1.0,229,0.0,1,11
0.11,0,0.11,1,9
1.0,1032,0.01,0,18
1.0,1032,0.01,0,18
0.93,1,0.03,2,17
1.0,44,0.0,2,11
1.0,1237,0.01,1,11
0.02,0,0.05,1,9
0.06,0,0.07,1,9
1.0,738,0.06,1,11
0.06,0,0.07,1,9
0.05,0,0.26,1,17
1.0,46,0.01,2,11
1.0,259,0.0,1,11
0.03,0,0.07,1,9
1.0,200,0.0,1,11
1.0,181,0.0,1,11
0.06,0,0.07,1,9
1.0,0,1.0,1,5
1.0,224,0.0,1,11
1.0,1234,0.03,1,11
0.83,0,0.07,1,9
1.0,766,0.05,1,11
0.0,0,1.0,1,17
1.0,1433,0.1,1,11
0.03,0,0.07,1,9
0.09,0,0.07,1,9
1.0,294,0.0,1,11
1.0,290,0.0,1,11
1.0,0,0.78,1,15
1.0,8,0.0,0,10
0.09,0,0.08,1,9
0.01,0,0.07,1,9
1.0,210,0.0,1,11
1.0,1032,0.0,0,18
0.02,0,0.08,1,9
1.0,7,0.08,1,11
1.0,722,0.06,1,11
1.0,279,0.0,1,11
0.03,0,0.31,1,17
0.11,0,0.06,1,9
1.0,0,0.06,1,9
0.04,0,0.07,1,9
1.0,46,0.01,2,11
0.07,0,0.07,1,9
1.0,236,0.0,1,11
0.03,0,0.08,1,9
1.0,0,0.0,1,11
1.0,43,0.03,2,11
1.0,715,0.05,1,11
1.0,259,0.0,1,11
0.14,105,0.01,2,11
1.0,8,0.0,0,5
1.0,1172,0.03,1,11
0.01,0,0.17,1,9
0.01,0,0.08,1,9
1.0,11,0.07,1,11
1.0,1,0.74,1,15
1.0,235,0.0,1,11
1.0,348,0.0,1,11
0.04,0,0.05,1,9
1.0,207,0.01,2,10
1.0,258,0.0,1,11
1.0,0,0.0,1,11
1.0,345,0.0,1,11
0.06,0,0.07,1,9
0.02,0,0.07,1,9
0.09,0,0.07,1,9
0.01,0,0.08,1,9
1.0,303,0.01,1,11
0.17,0,0.05,1,9
1.0,239,0.0,1,11
0.01,0,0.06,1,9
1.0,218,0.0,1,11
1.0,204,0.0,1,11
1.0,32,0.15,2,11
0.05,0,0.08,1,9
0.04,0,0.07,1,9
1.0,105,0.01,2,11
1.0,217,0.0,1,11
1.0,0,0.0,1,11
1.0,0,1.0,1,5
0.03,0,0.05,1,9
1.0,43,0.01,2,11
0.17,0,0.04,1,9
1.0,1673,0.09,1,11
1.0,102,0.0,2,11
1.0,44,0.0,2,11
1.0,1,0.13,1,15
1.0,8,0.0,0,5
1.0,43,0.01,2,11
1.0,236,0.0,1,11
0.5,31,0.03,2,11
1.0,310,0.0,1,11
1.0,787,0.05,1,11
1.0,325,0.0,1,11
1.0,314,0.0,1,11
1.0,413,0.0,1,11
0.18,0,0.07,1,9
1.0,226,0.0,1,11
1.0,0,1.0,1,5
0.33,10,0.1,1,11
1.0,45,0.01,2,11
0.4,0,0.09,1,9
0.07,0,0.07,1,9
0.16,0,0.07,1,9
1.0,1032,0.0,0,18
1.0,45,0.01,2,11
1.0,222,0.0,1,11
0.06,0,0.07,1,9
0.01,0,0.07,1,9
0.5,183,0.01,0,11
1.0,753,0.02,1,11
1.0,226,0.0,1,11
1.0,216,0.0,1,11
0.99,42,0.03,2,11
1.0,1785,0.1,1,11
1.0,296,0.0,1,11
0.02,0,0.07,1,9
1.0,198,0.0,1,11
0.11,0,0.06,1,9
1.0,0,0.01,1,9
0.23,0,0.02,1,9
1.0,0,0.0,1,11
0.07,0,0.08,1,9
1.0,2168,0.02,1,11
0.0,0,1.0,1,17
1.0,230,0.0,1,11
1.0,246,0.0,1,11
1.0,42,0.0,2,11
1.0,1395,0.3,1,11
0.06,0,0.07,1,9
1.0,332,0.0,1,11
1.0,318,0.0,1,11
1.0,76,0.01,2,11
0.05,0,0.07,1,9
1.0,300,0.0,1,11
1.0,8,0.0,0,5
0.04,0,0.07,1,9
0.01,0,0.08,1,9
1.0,365,0.0,1,11
0.02,0,0.08,1,9
1.0,283,0.0,1,11
0.5,2288,0.03,1,11
0.1,0,0.07,1,9
1.0,255,0.0,1,11
0.2,1,0.2,2,17
1.0,44,0.01,2,11
0.07,0,0.07,1,9
1.0,147,0.44,2,11
0.08,0,0.07,1,9
1.0,248,0.0,1,11
1.0,334,0.0,1,21
1.0,9178,0.07,1,11
1.0,384,0.0,1,11
1.0,43,0.01,2,11
0.08,0,0.05,1,9
1.0,46,0.0,2,11
0.05,0,0.06,1,9
1.0,126,0.0,1,3
0.06,0,0.07,1,9
1.0,292,0.0,1,11
1.0,199,0.0,1,11
1.0,278,0.0,1,11
0.06,0,0.07,1,9
1.0,0,0.0,1,11
0.07,0,0.07,1,9
1.0,242,0.0,1,11
1.0,306,0.0,1,11
0.47,0,0.07,1,9
1.0,957,0.05,1,11
0.11,0,0.06,1,9
1.0,341,0.0,1,11
1.0,8,0.0,0,10
1.0,318,0.0,1,11
0.05,0,0.09,1,9
0.22,0,0.02,1,9
0.03,0,0.07,1,9
0.01,0,0.36,1,15
1.0,303,0.0,1,11
1.0,43,0.01,2,11
1.0,383,0.05,1,11
1.0,36,0.0,2,11
1.0,3690,0.05,1,11
0.27,0,0.06,1,9
1.0,298,0.0,1,11
0.13,0,0.05,1,9
0.17,0,0.05,1,9
0.1,0,0.07,1,9
1.0,0,0.0,1,11
0.08,0,0.06,1,9
0.36,0,0.07,1,9
0.03,0,0.07,1,9
1.0,224,0.0,1,11
1.0,852,0.03,1,11
1.0,0,0.0,1,11
1.0,222,0.0,1,11
1.0,237,0.0,1,11
0.09,0,0.08,1,9
0.02,0,0.07,1,9
0.07,0,0.07,1,9
0.05,0,0.06,1,9
1.0,1251,0.02,1,21
0.05,0,0.08,1,9
1.0,226,0.0,1,11
0.02,0,0.08,1,9
1.0,44,0.01,2,11
0.5,88,0.01,2,11
0.14,0,0.07,1,9
1.0,1078,0.04,1,11
1.0,144,0.0,1,11
1.0,334,0.0,1,21
1.0,1032,0.02,0,18
0.07,1,0.25,2,17
0.05,0,0.07,1,9
1.0,8,0.0,0,5
0.05,0,0.07,1,9
1.0,1091,0.06,1,11
1.0,641,0.02,1,11
0.12,0,0.06,1,9
1.0,333,0.0,1,11
0.28,0,0.03,1,9
1.0,1690,0.01,1,11
0.02,0,0.06,1,9
1.0,30,0.0,0,11
0.27,0,0.04,1,9
0.19,0,0.06,1,9
0.22,0,0.03,1,9
0.16,0,0.07,1,9
0.05,0,0.08,1,9
0.06,0,0.06,1,9
1.0,283,0.0,1,11
1.0,231,0.0,1,11
1.0,242,0.0,1,11
0.0,0,1.0,1,17
0.03,0,0.32,1,17
1.0,30,0.0,0,11
0.03,0,0.06,1,9
1.0,319,0.0,1,11
0.01,0,0.06,1,9
1.0,45,0.0,2,11
0.03,0,0.08,1,9
1.0,0,0.0,1,11
1.0,293,0.0,1,11
1.0,187,0.0,1,11
1.0,232,0.0,1,11
1.0,45,0.01,2,11
0.2,0,0.06,1,9
1.0,28,0.64,2,20
0.09,0,0.07,1,9
1.0,276,0.0,1,11
0.06,0,0.08,1,9
1.0,208,0.0,1,11
1.0,195,0.0,1,11
0.06,0,0.06,1,9
1.0,71,0.07,1,11
1.0,3184,0.12,1,11
0.0,0,1.0,1,17
0.18,0,0.02,1,9
1.0,0,0.18,1,15
1.0,9,0.05,1,11
1.0,49830,0.02,1,11
0.02,0,0.07,1,9
1.0,161,0.0,1,11
1.0,8,0.0,0,5
0.0,0,0.06,1,9
1.0,1507,0.05,1,11
0.25,0,0.03,1,9
0.08,0,0.07,1,9
1.0,8,0.0,0,10
0.14,0,0.08,1,17
1.0,1032,0.03,0,18
0.03,0,0.05,1,9
1.0,260,0.0,1,11
0.03,0,0.05,1,9
1.0,30,0.04,0,11
1.0,158,0.0,1,11
0.08,0,0.07,1,9
1.0,0,0.0,1,11
0.14,0,0.08,1,9
1.0,766,0.03,1,11
1.0,229,0.0,1,11
0.05,0,0.07,1,9
1.0,233,0.0,1,11
1.0,45,0.01,2,11
0.73,1,0.05,2,17
0.44,0,0.03,1,9
1.0,3775,0.46,1,11
1.0,757,0.06,1,11
0.09,0,0.09,1,9
1.0,8,0.0,0,10
0.19,0,0.08,1,9
1.0,213,0.0,1,11
0.8,0,0.02,1,9
0.04,0,0.05,1,9
1.0,310,0.0,1,11
1.0,0,0.0,1,11
1.0,1122,0.02,1,11
0.07,0,0.07,1,9
1.0,288,0.0,1,11
1.0,46,0.0,2,11
0.5,44,0.04,2,11
0.31,0,0.07,1,9
1.0,1419,0.04,1,11
1.0,341,0.0,1,11
1.0,1474,0.08,1,11
1.0,311,0.0,1,11
1.0,0,0.06,1,11
1.0,213,0.0,1,11
0.06,0,0.05,1,9
0.07,0,0.06,1,9
1.0,33,0.04,2,11
1.0,216,0.0,1,11
1.0,8737,0.03,1,11
1.0,45,0.0,2,11
0.15,0,0.06,1,9
0.13,0,0.07,1,9
1.0,899,0.0,1,11
0.07,0,0.06,1,9
0.02,0,0.07,1,9
1.0,516,0.0,2,11
1.0,224,0.0,1,11
1.0,209,0.0,1,11
1.0,45,0.01,2,11
0.06,0,0.08,1,9
1.0,334,0.0,1,21
1.0,44,0.01,2,11
1.0,193,0.0,1,11
1.0,209,0.0,1,11
1.0,8,0.0,0,5
0.04,0,0.07,1,9
1.0,0,0.0,1,11
1.0,0,0.03,1,11
1.0,227,0.0,1,11
1.0,9,0.03,1,11
0.09,0,0.05,1,9
1.0,54540,0.0,1,0
1.0,1194,0.02,1,21
1.0,341,0.0,1,11
1.0,241,0.0,1,11
1.0,0,0.1,1,9
1.0,334,0.0,1,21
0.38,0,0.09,1,9
0.12,0,0.06,1,9
0.03,0,0.09,1,9
1.0,8,0.0,0,5
1.0,43,0.0,2,11
1.0,0,0.56,1,15
1.0,38,0.12,1,11
0.14,1,0.55,2,17
0.19,0,0.05,1,9
1.0,0,0.0,1,11
0.27,0,0.06,1,9
0.06,0,0.07,1,9
1.0,383,0.04,1,11
1.0,303,0.0,1,11
1.0,1416,0.02,1,11
1.0,26,0.02,1,11
1.0,395,0.0,1,11
